date,rocket_type,fuel_type,payload_mass,launch_site_lat,launch_site_lon,launch_success,altitude,co2_concentration,nox_concentration,al2o3_concentration,temperature,pressure
2020-01-22,Falcon 9,RP-1/LOX,2090.452261306533,28.517810835490724,-80.50328057360457,True,10000,376.20918097903126,0.10526138685402664,0.008989505679700067,269.42025,26434.754590986628
2020-01-22,Falcon 9,RP-1/LOX,2090.452261306533,28.517810835490724,-80.50328057360457,True,20000,346.1068848676168,0.07240206928424182,0.007384350095067902,250.6905,4327.55668917896
2020-01-22,Falcon 9,RP-1/LOX,2090.452261306533,28.517810835490724,-80.50328057360457,True,40000,274.4279386828873,0.0669229050344307,0.005172718017248864,213.231,0.4969567309517571
2020-01-29,Atlas V,RP-1/LOX,2120.603015075377,28.42938528400351,-80.60799580114177,True,1000,405.99728615489573,0.08982895670344848,0.010041422502862158,286.277025,89874.11140590039
2020-01-29,Atlas V,RP-1/LOX,2120.603015075377,28.42938528400351,-80.60799580114177,True,5000,392.94546819672746,0.1135040121191705,0.009397015446768957,278.785125,54018.46477091056
2020-01-29,Atlas V,RP-1/LOX,2120.603015075377,28.42938528400351,-80.60799580114177,True,10000,379.61398960550144,0.08468755107530641,0.009833833687594695,269.42025,26434.754590986628
2020-01-29,Atlas V,RP-1/LOX,2120.603015075377,28.42938528400351,-80.60799580114177,True,20000,342.2383242370085,0.09795977409575131,0.0068183881097484585,250.6905,4327.55668917896
2020-01-29,Atlas V,RP-1/LOX,2120.603015075377,28.42938528400351,-80.60799580114177,True,40000,271.0056178978137,0.07081907459437545,0.005560040943908187,213.231,0.4969567309517571
2020-02-05,Ariane 5,LH2/LOX,2150.753768844221,28.504509131874844,-80.55317479416347,True,1000,404.5906683430577,0.08589898903730772,0.011036961496968386,286.277025,89874.11140590039
2020-02-05,Ariane 5,LH2/LOX,2150.753768844221,28.504509131874844,-80.55317479416347,True,5000,389.31297602864447,0.09476249195171131,0.009247659269308489,278.785125,54018.46477091056
2020-02-05,Ariane 5,LH2/LOX,2150.753768844221,28.504509131874844,-80.55317479416347,True,10000,378.6837511879705,0.0813731200578003,0.009373745321201948,269.42025,26434.754590986628
2020-02-05,Ariane 5,LH2/LOX,2150.753768844221,28.504509131874844,-80.55317479416347,True,20000,338.7386262332235,0.10430708989567845,0.007808326140277034,250.6905,4327.55668917896
2020-02-05,Ariane 5,LH2/LOX,2150.753768844221,28.504509131874844,-80.55317479416347,True,40000,273.35086030310407,0.06934517521264341,0.005647996335416874,213.231,0.4969567309517571
2020-02-12,Atlas V,LH2/LOX,2180.904522613065,28.47390466249475,-80.6854059697304,True,1000,411.54379580357573,0.09278539980584248,0.010564981201983046,286.277025,89874.11140590039
2020-02-12,Atlas V,LH2/LOX,2180.904522613065,28.47390466249475,-80.6854059697304,True,5000,391.2702069512087,0.07523392813822738,0.009893864633013585,278.785125,54018.46477091056
2020-02-12,Atlas V,LH2/LOX,2180.904522613065,28.47390466249475,-80.6854059697304,True,10000,377.59306768603807,0.07134374565787238,0.00872364751298216,269.42025,26434.754590986628
2020-02-12,Atlas V,LH2/LOX,2180.904522613065,28.47390466249475,-80.6854059697304,True,20000,344.6685640705089,0.08477916553707157,0.00768382799857276,250.6905,4327.55668917896
2020-02-12,Atlas V,LH2/LOX,2180.904522613065,28.47390466249475,-80.6854059697304,True,40000,272.13828193006447,0.07179092493167868,0.0051318407581182855,213.231,0.4969567309517571
2020-02-19,Falcon 9,RP-1/LOX,2211.0552763819096,28.525343872819526,-80.4681152556018,True,1000,406.4072175744678,0.07716255192909538,0.01120166649839584,286.277025,89874.11140590039
2020-02-19,Falcon 9,RP-1/LOX,2211.0552763819096,28.525343872819526,-80.4681152556018,True,5000,392.89618628156774,0.09696857731201143,0.012130447694146227,278.785125,54018.46477091056
2020-02-19,Falcon 9,RP-1/LOX,2211.0552763819096,28.525343872819526,-80.4681152556018,True,10000,374.20128347505823,0.11220323440966933,0.008648341277032632,269.42025,26434.754590986628
2020-02-19,Falcon 9,RP-1/LOX,2211.0552763819096,28.525343872819526,-80.4681152556018,True,20000,341.08288552270443,0.1085564891050181,0.007871127698190662,250.6905,4327.55668917896
2020-02-19,Falcon 9,RP-1/LOX,2211.0552763819096,28.525343872819526,-80.4681152556018,True,40000,270.58459052474285,0.057904878789941494,0.005896357904899798,213.231,0.4969567309517571
2020-02-26,Ariane 5,RP-1/LOX,2241.2060301507536,28.49365596429489,-80.55533776858164,False,1000,407.6754434624916,0.09690718828786032,0.012093389170042717,286.277025,89874.11140590039
2020-02-26,Ariane 5,RP-1/LOX,2241.2060301507536,28.49365596429489,-80.55533776858164,False,5000,394.51728220331995,0.07921577888499536,0.009618319461922662,278.785125,54018.46477091056
2020-02-26,Ariane 5,RP-1/LOX,2241.2060301507536,28.49365596429489,-80.55533776858164,False,10000,373.63435131687396,0.08558603765551617,0.00818060336048986,269.42025,26434.754590986628
2020-02-26,Ariane 5,RP-1/LOX,2241.2060301507536,28.49365596429489,-80.55533776858164,False,20000,346.9344629746817,0.06971162393403187,0.00855005148159531,250.6905,4327.55668917896
2020-02-26,Ariane 5,RP-1/LOX,2241.2060301507536,28.49365596429489,-80.55533776858164,False,40000,272.68637448958015,0.04590211245078231,0.006118589581739704,213.231,0.4969567309517571
2020-03-04,Falcon 9,LH2/LOX,2271.356783919598,28.458700791098675,-80.61277201070776,True,1000,407.7753915486633,0.10717518245808084,0.007304003037004467,286.277025,89874.11140590039
2020-03-04,Falcon 9,LH2/LOX,2271.356783919598,28.458700791098675,-80.61277201070776,True,5000,389.36648523986804,0.10800980296392115,0.008622573385521647,278.785125,54018.46477091056
2020-03-04,Falcon 9,LH2/LOX,2271.356783919598,28.458700791098675,-80.61277201070776,True,10000,376.3914294716861,0.07211522628583841,0.009658440991942597,269.42025,26434.754590986628
2020-03-04,Falcon 9,LH2/LOX,2271.356783919598,28.458700791098675,-80.61277201070776,True,20000,343.99484065665564,0.08631672668312207,0.008826045449882879,250.6905,4327.55668917896
2020-03-04,Falcon 9,LH2/LOX,2271.356783919598,28.458700791098675,-80.61277201070776,True,40000,276.4611336231324,0.045771604458814105,0.0055267968413091825,213.231,0.4969567309517571
2020-03-11,Atlas V,RP-1/LOX,2301.5075376884424,28.4619854526218,-80.61530829289276,True,1000,409.25352545498714,0.1156538155044782,0.009232400475963793,286.277025,89874.11140590039
2020-03-11,Atlas V,RP-1/LOX,2301.5075376884424,28.4619854526218,-80.61530829289276,True,5000,390.7779942288556,0.08520475333709561,0.007975159784158251,278.785125,54018.46477091056
2020-03-11,Atlas V,RP-1/LOX,2301.5075376884424,28.4619854526218,-80.61530829289276,True,10000,372.33695258235457,0.07225832028848685,0.00873531137357493,269.42025,26434.754590986628
2020-03-11,Atlas V,RP-1/LOX,2301.5075376884424,28.4619854526218,-80.61530829289276,True,20000,342.3437579562516,0.08283496081360546,0.007593150197379456,250.6905,4327.55668917896
2020-03-11,Atlas V,RP-1/LOX,2301.5075376884424,28.4619854526218,-80.61530829289276,True,40000,272.3653591007716,0.056586068015149406,0.005102391265710343,213.231,0.4969567309517571
2020-03-18,Atlas V,RP-1/LOX,2331.6582914572864,28.596622974872478,-80.56327009358485,True,1000,409.4376689162806,0.11795543719426725,0.009280675168688841,286.277025,89874.11140590039
2020-03-18,Atlas V,RP-1/LOX,2331.6582914572864,28.596622974872478,-80.56327009358485,True,5000,391.77116270853895,0.11205803429641768,0.009383100988559595,278.785125,54018.46477091056
2020-03-18,Atlas V,RP-1/LOX,2331.6582914572864,28.596622974872478,-80.56327009358485,True,10000,377.45100830970034,0.08765815030487857,0.010400676649632247,269.42025,26434.754590986628
2020-03-18,Atlas V,RP-1/LOX,2331.6582914572864,28.596622974872478,-80.56327009358485,True,20000,342.89186573729546,0.08416709511683503,0.00845304523098687,250.6905,4327.55668917896
2020-03-18,Atlas V,RP-1/LOX,2331.6582914572864,28.596622974872478,-80.56327009358485,True,40000,272.22310586067795,0.05169522941453444,0.006461547383735985,213.231,0.4969567309517571
2020-03-25,Falcon 9,LH2/LOX,2361.809045226131,28.522176186923122,-80.56614091566374,True,1000,406.9594115008984,0.08142099227301426,0.011754373380378533,286.277025,89874.11140590039
2020-03-25,Falcon 9,LH2/LOX,2361.809045226131,28.522176186923122,-80.56614091566374,True,5000,395.72862328514583,0.09497748403224889,0.009240174067290033,278.785125,54018.46477091056
2020-03-25,Falcon 9,LH2/LOX,2361.809045226131,28.522176186923122,-80.56614091566374,True,10000,376.379691941541,0.09578915687765459,0.007170299337896958,269.42025,26434.754590986628
2020-03-25,Falcon 9,LH2/LOX,2361.809045226131,28.522176186923122,-80.56614091566374,True,20000,346.94754094038103,0.06856246083749705,0.007998475493608995,250.6905,4327.55668917896
2020-03-25,Falcon 9,LH2/LOX,2361.809045226131,28.522176186923122,-80.56614091566374,True,40000,273.40306709889165,0.07219597404462932,0.005947125695395984,213.231,0.4969567309517571
2020-04-01,Ariane 5,RP-1/LOX,2391.959798994975,28.41489356467308,-80.59087353598012,True,1000,411.3091425340354,0.10492201301922875,0.008947733986416111,286.277025,89874.11140590039
2020-04-01,Ariane 5,RP-1/LOX,2391.959798994975,28.41489356467308,-80.59087353598012,True,5000,393.3039506374622,0.09276557088681651,0.008470133039340981,278.785125,54018.46477091056
2020-04-01,Ariane 5,RP-1/LOX,2391.959798994975,28.41489356467308,-80.59087353598012,True,10000,376.81707094938196,0.0891835922202203,0.009500779534912686,269.42025,26434.754590986628
2020-04-01,Ariane 5,RP-1/LOX,2391.959798994975,28.41489356467308,-80.59087353598012,True,20000,342.1500486156625,0.07018157731261364,0.008614667193832254,250.6905,4327.55668917896
2020-04-01,Ariane 5,RP-1/LOX,2391.959798994975,28.41489356467308,-80.59087353598012,True,40000,272.0845367728262,0.02972496786569497,0.00607719176877253,213.231,0.4969567309517571
2020-04-08,Atlas V,RP-1/LOX,2422.110552763819,28.527539386755837,-80.59945606208989,True,1000,404.9349639948122,0.10455715803743898,0.011878883018580318,286.277025,89874.11140590039
2020-04-08,Atlas V,RP-1/LOX,2422.110552763819,28.527539386755837,-80.59945606208989,True,5000,398.7464182844673,0.09210520304630172,0.008714810587316248,278.785125,54018.46477091056
2020-04-08,Atlas V,RP-1/LOX,2422.110552763819,28.527539386755837,-80.59945606208989,True,10000,377.4412123586076,0.08395254766400417,0.009352598870112248,269.42025,26434.754590986628
2020-04-08,Atlas V,RP-1/LOX,2422.110552763819,28.527539386755837,-80.59945606208989,True,20000,340.0145147610996,0.08070252263137656,0.007350420678165219,250.6905,4327.55668917896
2020-04-08,Atlas V,RP-1/LOX,2422.110552763819,28.527539386755837,-80.59945606208989,True,40000,275.7018401653963,0.05063907479928379,0.006396661521440981,213.231,0.4969567309517571
2020-04-15,Atlas V,Solid,2452.261306532663,28.4902661668821,-80.5719466457987,True,1000,402.8206506658564,0.11047630109528082,0.008943279771424482,286.277025,89874.11140590039
2020-04-15,Atlas V,Solid,2452.261306532663,28.4902661668821,-80.5719466457987,True,5000,393.66754998671837,0.10893979156687425,0.00931001624637106,278.785125,54018.46477091056
2020-04-15,Atlas V,Solid,2452.261306532663,28.4902661668821,-80.5719466457987,True,10000,373.003124328782,0.09551305565070117,0.008243116740912108,269.42025,26434.754590986628
2020-04-15,Atlas V,Solid,2452.261306532663,28.4902661668821,-80.5719466457987,True,20000,340.6560526686736,0.08087484213856126,0.009088540828886165,250.6905,4327.55668917896
2020-04-15,Atlas V,Solid,2452.261306532663,28.4902661668821,-80.5719466457987,True,40000,273.3864400409323,0.055746034804264925,0.0064425077361737115,213.231,0.4969567309517571
2020-04-22,Ariane 5,LH2/LOX,2482.4120603015076,28.50023005435486,-80.687085177654,False,1000,406.7331897259355,0.10831592018641022,0.010967748210602316,286.277025,89874.11140590039
2020-04-22,Ariane 5,LH2/LOX,2482.4120603015076,28.50023005435486,-80.687085177654,False,5000,391.9744223596462,0.04804846046400383,0.008722969261093807,278.785125,54018.46477091056
2020-04-22,Ariane 5,LH2/LOX,2482.4120603015076,28.50023005435486,-80.687085177654,False,10000,379.1572088631304,0.08843869180358684,0.008694782756164891,269.42025,26434.754590986628
2020-04-22,Ariane 5,LH2/LOX,2482.4120603015076,28.50023005435486,-80.687085177654,False,20000,344.58362914967466,0.07659565375509567,0.006325973435400676,250.6905,4327.55668917896
2020-04-22,Ariane 5,LH2/LOX,2482.4120603015076,28.50023005435486,-80.687085177654,False,40000,270.3227292113167,0.05904428906236311,0.005959865435043165,213.231,0.4969567309517571
2020-04-29,Atlas V,Solid,2512.562814070352,28.54099440769909,-80.6185637356307,False,1000,410.9109363578503,0.08801207007912694,0.009593594245616245,286.277025,89874.11140590039
2020-04-29,Atlas V,Solid,2512.562814070352,28.54099440769909,-80.6185637356307,False,5000,390.3737203316191,0.08706936026063804,0.007702691293809057,278.785125,54018.46477091056
2020-04-29,Atlas V,Solid,2512.562814070352,28.54099440769909,-80.6185637356307,False,10000,374.7727005071944,0.08819730403862353,0.008877302241780884,269.42025,26434.754590986628
2020-04-29,Atlas V,Solid,2512.562814070352,28.54099440769909,-80.6185637356307,False,20000,347.0405498259987,0.0991684311781759,0.007399280423231132,250.6905,4327.55668917896
2020-04-29,Atlas V,Solid,2512.562814070352,28.54099440769909,-80.6185637356307,False,40000,269.24545994402814,0.05472888594779259,0.006225906082902372,213.231,0.4969567309517571
2020-05-06,Falcon 9,Solid,2542.713567839196,28.559161358685643,-80.68234319291463,True,1000,404.02339321501944,0.08685941698565734,0.011466729419619407,286.277025,89874.11140590039
2020-05-06,Falcon 9,Solid,2542.713567839196,28.559161358685643,-80.68234319291463,True,5000,392.17620589962394,0.10382632207513408,0.008616209587038277,278.785125,54018.46477091056
2020-05-06,Falcon 9,Solid,2542.713567839196,28.559161358685643,-80.68234319291463,True,10000,375.6767470718401,0.0844043775070954,0.008392164085077041,269.42025,26434.754590986628
2020-05-06,Falcon 9,Solid,2542.713567839196,28.559161358685643,-80.68234319291463,True,20000,344.5549176954709,0.06157421266539262,0.008240045460409032,250.6905,4327.55668917896
2020-05-06,Falcon 9,Solid,2542.713567839196,28.559161358685643,-80.68234319291463,True,40000,272.62309002235236,0.05901242623918784,0.005795054020668986,213.231,0.4969567309517571
2020-05-13,Atlas V,Solid,2572.86432160804,28.457059363603964,-80.56977038276487,True,1000,409.1632326925422,0.08494996701481532,0.011045977659758559,286.277025,89874.11140590039
2020-05-13,Atlas V,Solid,2572.86432160804,28.457059363603964,-80.56977038276487,True,5000,392.83385891947773,0.07562399195006353,0.010146204683107682,278.785125,54018.46477091056
2020-05-13,Atlas V,Solid,2572.86432160804,28.457059363603964,-80.56977038276487,True,10000,375.2864965386598,0.06611771654036164,0.009299221275382984,269.42025,26434.754590986628
2020-05-13,Atlas V,Solid,2572.86432160804,28.457059363603964,-80.56977038276487,True,20000,344.1831559548609,0.09273602808197932,0.007697318493920188,250.6905,4327.55668917896
2020-05-13,Atlas V,Solid,2572.86432160804,28.457059363603964,-80.56977038276487,True,40000,273.62396944398483,0.05597669174549649,0.006893881578942811,213.231,0.4969567309517571
2020-05-20,Atlas V,RP-1/LOX,2603.0150753768844,28.49851291729223,-80.63379069855166,True,1000,404.1721298007727,0.09199644034785485,0.00907362689364469,286.277025,89874.11140590039
2020-05-20,Atlas V,RP-1/LOX,2603.0150753768844,28.49851291729223,-80.63379069855166,True,5000,388.75035891271716,0.09795476284268227,0.011021233415188708,278.785125,54018.46477091056
2020-05-20,Atlas V,RP-1/LOX,2603.0150753768844,28.49851291729223,-80.63379069855166,True,10000,375.28750107241694,0.07713026726831376,0.009168173732008861,269.42025,26434.754590986628
2020-05-20,Atlas V,RP-1/LOX,2603.0150753768844,28.49851291729223,-80.63379069855166,True,20000,343.1394621135983,0.0759535411743511,0.009122828265563342,250.6905,4327.55668917896
2020-05-20,Atlas V,RP-1/LOX,2603.0150753768844,28.49851291729223,-80.63379069855166,True,40000,271.7086095447583,0.05316414191795254,0.006177592742905777,213.231,0.4969567309517571
2020-05-27,Ariane 5,RP-1/LOX,2633.165829145729,28.47269444986307,-80.67857890393395,True,1000,407.75240049737135,0.09958943892464495,0.008634364276866422,286.277025,89874.11140590039
2020-05-27,Ariane 5,RP-1/LOX,2633.165829145729,28.47269444986307,-80.67857890393395,True,5000,399.63844945375985,0.0911015373146247,0.009604754142655424,278.785125,54018.46477091056
2020-05-27,Ariane 5,RP-1/LOX,2633.165829145729,28.47269444986307,-80.67857890393395,True,10000,377.529426339559,0.08040215072022851,0.0090512337787837,269.42025,26434.754590986628
2020-05-27,Ariane 5,RP-1/LOX,2633.165829145729,28.47269444986307,-80.67857890393395,True,20000,339.9736910725334,0.08262586976164381,0.007779181881155545,250.6905,4327.55668917896
2020-05-27,Ariane 5,RP-1/LOX,2633.165829145729,28.47269444986307,-80.67857890393395,True,40000,273.87077038794274,0.04683441100150888,0.005502650139596277,213.231,0.4969567309517571
2020-06-03,Falcon 9,Solid,2663.316582914573,28.52984310905371,-80.63968932620094,True,1000,402.5220398196843,0.08834935937888348,0.007352210998738841,286.277025,89874.11140590039
2020-06-03,Falcon 9,Solid,2663.316582914573,28.52984310905371,-80.63968932620094,True,5000,392.03375357531417,0.08687604059163632,0.009643365415443816,278.785125,54018.46477091056
2020-06-03,Falcon 9,Solid,2663.316582914573,28.52984310905371,-80.63968932620094,True,10000,375.95600457552763,0.1056499524686365,0.011334879166296701,269.42025,26434.754590986628
2020-06-03,Falcon 9,Solid,2663.316582914573,28.52984310905371,-80.63968932620094,True,20000,344.51051419954325,0.07249152256840176,0.007605287400232089,250.6905,4327.55668917896
2020-06-03,Falcon 9,Solid,2663.316582914573,28.52984310905371,-80.63968932620094,True,40000,275.0706594180448,0.04152768310078196,0.005810878244301912,213.231,0.4969567309517571
2020-06-10,Ariane 5,Solid,2693.467336683417,28.488384775313193,-80.5925321899267,True,1000,405.87482835157783,0.10755350591370127,0.010507727682679373,286.277025,89874.11140590039
2020-06-10,Ariane 5,Solid,2693.467336683417,28.488384775313193,-80.5925321899267,True,5000,390.77605511303676,0.08857416507028767,0.009922849042091071,278.785125,54018.46477091056
2020-06-10,Ariane 5,Solid,2693.467336683417,28.488384775313193,-80.5925321899267,True,10000,373.6363015295567,0.10497046801921266,0.009548257710096217,269.42025,26434.754590986628
2020-06-10,Ariane 5,Solid,2693.467336683417,28.488384775313193,-80.5925321899267,True,20000,342.09544053715376,0.08233875142438851,0.007626487506447361,250.6905,4327.55668917896
2020-06-10,Ariane 5,Solid,2693.467336683417,28.488384775313193,-80.5925321899267,True,40000,272.08075048895813,0.05201620375439955,0.006299980015355909,213.231,0.4969567309517571
2020-06-17,Atlas V,Solid,2723.618090452261,28.501462573985094,-80.61026141912778,False,1000,407.1813529009416,0.09261862440344704,0.01064208592587458,286.277025,89874.11140590039
2020-06-17,Atlas V,Solid,2723.618090452261,28.501462573985094,-80.61026141912778,False,5000,392.4165707024502,0.08462254221526457,0.009741624433833593,278.785125,54018.46477091056
2020-06-17,Atlas V,Solid,2723.618090452261,28.501462573985094,-80.61026141912778,False,10000,373.0475021763705,0.06639257222307954,0.008995405881991263,269.42025,26434.754590986628
2020-06-17,Atlas V,Solid,2723.618090452261,28.501462573985094,-80.61026141912778,False,20000,340.0231321823895,0.07481264366329621,0.007226613665484442,250.6905,4327.55668917896
2020-06-17,Atlas V,Solid,2723.618090452261,28.501462573985094,-80.61026141912778,False,40000,275.7511976127385,0.05004311602282108,0.005740800373097515,213.231,0.4969567309517571
2020-06-24,Atlas V,RP-1/LOX,2753.7688442211056,28.486486161949493,-80.65865782795163,True,1000,407.7075360543935,0.07846911013043577,0.008463955724483784,286.277025,89874.11140590039
2020-06-24,Atlas V,RP-1/LOX,2753.7688442211056,28.486486161949493,-80.65865782795163,True,5000,394.01190606928526,0.08814101967956371,0.008643579648450552,278.785125,54018.46477091056
2020-06-24,Atlas V,RP-1/LOX,2753.7688442211056,28.486486161949493,-80.65865782795163,True,10000,377.49260955893845,0.07806326676744899,0.008752938930405968,269.42025,26434.754590986628
2020-06-24,Atlas V,RP-1/LOX,2753.7688442211056,28.486486161949493,-80.65865782795163,True,20000,339.4263404967354,0.08131787828402573,0.00906566095417342,250.6905,4327.55668917896
2020-06-24,Atlas V,RP-1/LOX,2753.7688442211056,28.486486161949493,-80.65865782795163,True,40000,269.6112534746691,0.056494369628477606,0.00651395306513181,213.231,0.4969567309517571
2020-07-01,Ariane 5,Solid,2783.9195979899496,28.494694024221534,-80.68524343008653,True,1000,405.32943703509864,0.08211176033683326,0.01031675389185613,286.277025,89874.11140590039
2020-07-01,Ariane 5,Solid,2783.9195979899496,28.494694024221534,-80.68524343008653,True,5000,395.79642048887587,0.10706017529442192,0.009847613871019087,278.785125,54018.46477091056
2020-07-01,Ariane 5,Solid,2783.9195979899496,28.494694024221534,-80.68524343008653,True,10000,376.10259611175707,0.0769020548170982,0.009778720455309548,269.42025,26434.754590986628
2020-07-01,Ariane 5,Solid,2783.9195979899496,28.494694024221534,-80.68524343008653,True,20000,343.69155870004795,0.06450043072679967,0.008291583782277193,250.6905,4327.55668917896
2020-07-01,Ariane 5,Solid,2783.9195979899496,28.494694024221534,-80.68524343008653,True,40000,274.6389810843729,0.06290650365618478,0.0059550062285236675,213.231,0.4969567309517571
2020-07-08,Ariane 5,Solid,2814.070351758794,28.585232550296407,-80.59630336064846,True,1000,404.03206980024856,0.09144083222090557,0.008902822640128599,286.277025,89874.11140590039
2020-07-08,Ariane 5,Solid,2814.070351758794,28.585232550296407,-80.59630336064846,True,5000,392.76986725446113,0.090946901326388,0.011537784599730271,278.785125,54018.46477091056
2020-07-08,Ariane 5,Solid,2814.070351758794,28.585232550296407,-80.59630336064846,True,10000,378.2936954750382,0.10181619644741018,0.009424217241744956,269.42025,26434.754590986628
2020-07-08,Ariane 5,Solid,2814.070351758794,28.585232550296407,-80.59630336064846,True,20000,340.7483725499954,0.07456489492490026,0.007852904560146704,250.6905,4327.55668917896
2020-07-08,Ariane 5,Solid,2814.070351758794,28.585232550296407,-80.59630336064846,True,40000,273.7097998787356,0.05879863730741763,0.006000425176608313,213.231,0.4969567309517571
2020-07-15,Ariane 5,LH2/LOX,2844.2211055276384,28.619538308238386,-80.62903840533751,True,1000,405.71880286323756,0.09007617370331712,0.008521277729794578,286.277025,89874.11140590039
2020-07-15,Ariane 5,LH2/LOX,2844.2211055276384,28.619538308238386,-80.62903840533751,True,5000,396.6063817661758,0.1256894466615378,0.010639369941881839,278.785125,54018.46477091056
2020-07-15,Ariane 5,LH2/LOX,2844.2211055276384,28.619538308238386,-80.62903840533751,True,10000,372.3709028620238,0.09938244315076744,0.009921398671458734,269.42025,26434.754590986628
2020-07-15,Ariane 5,LH2/LOX,2844.2211055276384,28.619538308238386,-80.62903840533751,True,20000,340.6580724201133,0.08348192890689979,0.007634957573981905,250.6905,4327.55668917896
2020-07-15,Ariane 5,LH2/LOX,2844.2211055276384,28.619538308238386,-80.62903840533751,True,40000,276.3911913229609,0.058600313240683176,0.005449706705177371,213.231,0.4969567309517571
2020-07-22,Falcon 9,LH2/LOX,2874.3718592964824,28.518854604687125,-80.6129040354932,True,1000,408.57601242491114,0.11459413554566089,0.010096150334624517,286.277025,89874.11140590039
2020-07-22,Falcon 9,LH2/LOX,2874.3718592964824,28.518854604687125,-80.6129040354932,True,5000,394.29506153042854,0.09345627086370314,0.008422433569511077,278.785125,54018.46477091056
2020-07-22,Falcon 9,LH2/LOX,2874.3718592964824,28.518854604687125,-80.6129040354932,True,10000,375.4160654976769,0.09586275066173633,0.008884775818815086,269.42025,26434.754590986628
2020-07-22,Falcon 9,LH2/LOX,2874.3718592964824,28.518854604687125,-80.6129040354932,True,20000,343.6685802335156,0.07320232623047263,0.0077387273380393395,250.6905,4327.55668917896
2020-07-22,Falcon 9,LH2/LOX,2874.3718592964824,28.518854604687125,-80.6129040354932,True,40000,274.9955733293212,0.05740432652891427,0.005752967051306645,213.231,0.4969567309517571
2020-07-29,Atlas V,RP-1/LOX,2904.522613065327,28.495001511009153,-80.6079842593744,True,1000,409.658904326959,0.08867264240595606,0.009180320530572826,286.277025,89874.11140590039
2020-07-29,Atlas V,RP-1/LOX,2904.522613065327,28.495001511009153,-80.6079842593744,True,5000,384.78200133485745,0.0865965566729306,0.010743280844976168,278.785125,54018.46477091056
2020-07-29,Atlas V,RP-1/LOX,2904.522613065327,28.495001511009153,-80.6079842593744,True,10000,370.1345284463591,0.07619662035249931,0.009395161700301153,269.42025,26434.754590986628
2020-07-29,Atlas V,RP-1/LOX,2904.522613065327,28.495001511009153,-80.6079842593744,True,20000,336.05449973193487,0.07181962728683053,0.008912690572488597,250.6905,4327.55668917896
